87.5,100,100,100,75.0
75,79.28571428571428,77.09821428571428,70.35714285714286,50
75,65.04464285714285,58.75,54.330357142857146,50
75,47.142857142857146,38.526785714285715,38.214285714285715,50
42.5,10,10,10,30.0
